,decimalLatitude,decimalLongitude,elevation,date
6562,46.55016,9.6217,1417.5,2010-06-25 00:00:00
6563,46.53754,9.62437,1432.5,2010-06-25 00:00:00
6564,46.72876,9.77156,1395.5,2010-07-22 00:00:00
6565,46.86258,9.88168,1193.5,2010-05-20 00:00:00
6566,46.8576,9.50524,563.0,2010-05-05 00:00:00
6567,46.55046,9.62175,1417.0,2010-06-25 00:00:00
6568,46.89753,9.80862,1176.0,2010-05-17 00:00:00
6569,46.89902,9.79686,1194.0,2010-05-17 00:00:00
6570,46.5987,10.42493,1405.5,2010-06-02 00:00:00
6571,46.7912,9.81493,1577.5,2010-06-23 00:00:00
6572,46.80178,9.83758,1549.5,2010-07-02 00:00:00
6573,46.91153,9.79125,837.5,2010-06-09 00:00:00
6574,46.88422,9.87403,1114.5,2010-08-30 00:00:00
6575,46.62163,9.4327,955.0,2010-08-18 00:00:00
6576,46.91165,9.79037,837.0,2010-05-12 00:00:00
6577,46.74169,9.55367,1484.5,2010-06-07 00:00:00
6578,46.91172,9.78818,837.0,2010-06-10 00:00:00
6579,46.71487,9.75858,1346.5,2010-07-22 00:00:00
6580,46.81903,9.7051,1240.0,2010-06-15 00:00:00
6581,46.81133,9.85372,1578.5,2010-06-23 00:00:00
6582,46.86988,9.883,1205.0,2010-05-20 00:00:00
6583,46.72697,9.55272,1479.0,2010-08-26 00:00:00
6584,46.5987,10.42493,1405.5,2010-07-14 00:00:00
6585,46.76675,9.81056,1558.0,2010-07-26 00:00:00
6586,46.60228,9.42405,978.5,2010-08-07 00:00:00
6587,46.86988,9.883,1205.0,2010-05-20 00:00:00
6588,46.61313,10.38243,1798.5,2010-11-11 00:00:00
6589,46.80729,9.83926,1554.5,2010-11-02 00:00:00
6590,46.83988,9.86237,1570.5,2010-06-25 00:00:00
6591,46.74891,9.78133,1463.0,2010-07-22 00:00:00
6592,46.71347,9.55498,1383.0,2010-08-26 00:00:00
6593,46.70795,9.55117,1335.0,2010-09-08 00:00:00
6594,46.60065,9.42472,980.0,2010-05-18 00:00:00
6595,46.26342,7.28792,1373.0,2010-01-01 00:00:00
6596,46.2662,7.49527,510.5,2010-01-01 00:00:00
6597,46.38181,7.63217,1435.5,2010-01-01 00:00:00
6598,46.29979,7.91716,658.0,2010-01-01 00:00:00
6599,46.13638,7.62626,1670.0,2010-01-01 00:00:00
6600,46.3078,7.46148,1477.0,2010-01-01 00:00:00
6601,46.09877,7.22562,1489.0,2010-01-01 00:00:00
6602,46.87317,9.89345,1325.5,2010-06-22 00:00:00
6603,46.72403,9.18647,1155.0,2010-07-06 00:00:00
6604,46.71599,9.55631,1402.0,2010-08-26 00:00:00
6605,46.72718,9.55006,1503.0,2010-06-09 00:00:00
6606,46.86425,9.88482,1188.0,2010-05-20 00:00:00
6607,46.54936,9.62205,1412.0,2010-06-25 00:00:00
6608,46.60206,9.4233,977.5,2010-05-18 00:00:00
6609,46.86107,9.92895,1335.5,2010-08-30 00:00:00
6610,46.79918,9.70569,1411.0,2010-06-25 00:00:00
6611,46.81771,9.74312,1641.0,2010-06-11 00:00:00
6612,46.79862,9.70344,1448.0,2010-06-25 00:00:00
6613,46.55046,9.62154,1417.5,2010-06-25 00:00:00
6614,46.78445,9.68923,1721.0,2010-08-24 00:00:00
6615,46.71778,9.55583,1410.0,2010-08-26 00:00:00
6616,46.78693,9.8171,1531.0,2010-06-23 00:00:00
6617,46.79807,9.85455,1632.5,2010-07-21 00:00:00
6618,46.79277,9.82263,1538.5,2010-07-16 00:00:00
6619,46.88663,9.84827,990.0,2010-07-05 00:00:00
6620,46.88411,9.87137,1085.0,2010-07-05 00:00:00
6621,46.98168,9.63864,687.5,2010-06-23 00:00:00
6622,46.71671,9.55634,1406.5,2010-08-26 00:00:00
6623,46.82071,9.72161,1394.5,2010-08-18 00:00:00
6624,46.86455,9.88205,1181.5,2010-05-20 00:00:00
6625,46.55033,9.6216,1417.5,2010-06-25 00:00:00
6626,46.66251,9.57775,853.5,2010-08-07 00:00:00
6627,46.80178,9.83758,1549.5,2010-11-02 00:00:00
6628,46.81981,9.26559,1081.0,2010-05-25 00:00:00
6629,46.79885,9.70383,1444.5,2010-06-25 00:00:00
6630,46.80078,9.81238,1830.5,2010-07-23 00:00:00
6631,46.79325,9.70303,1496.5,2010-08-24 00:00:00
6632,46.68915,9.53479,997.0,2010-08-26 00:00:00
6633,46.54329,9.62583,1419.0,2010-06-25 00:00:00
6634,46.887,9.55039,652.0,2010-06-17 00:00:00
6635,46.88706,9.85691,1058.5,2010-08-30 00:00:00
6636,46.83397,9.5605,880.0,2010-05-16 00:00:00
6637,46.60192,9.42763,984.0,2010-05-18 00:00:00
6638,46.86455,9.88264,1179.5,2010-05-20 00:00:00
6639,46.86805,9.88014,1195.5,2010-06-25 00:00:00
6640,46.55082,9.62158,1417.5,2010-06-25 00:00:00
6641,46.61421,10.3814,1819.5,2010-06-02 00:00:00
6642,46.91395,9.78534,842.0,2010-07-13 00:00:00
6643,46.21454,7.58938,1231.0,2010-01-01 00:00:00
6644,46.23846,6.86318,1280.0,2010-01-01 00:00:00
6645,46.25623,7.53217,1311.5,2010-01-01 00:00:00
6646,46.25314,7.36754,680.5,2010-01-01 00:00:00
6647,46.18332,7.58169,1468.0,2010-01-01 00:00:00
6648,46.29493,6.93894,385.5,2010-01-01 00:00:00
6649,46.81039,9.85629,1582.5,2010-07-23 00:00:00
6650,46.80991,9.85917,1598.5,2010-07-23 00:00:00
6651,46.82095,9.72309,1395.5,2010-06-25 00:00:00
6652,46.85709,9.54234,647.5,2010-05-03 00:00:00
6653,46.72622,9.55708,1469.5,2010-08-26 00:00:00
6654,46.61421,10.3814,1819.5,2010-07-14 00:00:00
6655,46.84839,9.87345,1536.0,2010-05-25 00:00:00
6656,46.71896,9.53959,1597.5,2010-08-26 00:00:00
6657,46.80755,9.836,1591.0,2010-06-25 00:00:00
6658,46.66658,9.6434,934.0,2010-07-21 00:00:00
6659,46.73796,9.77617,1432.0,2010-07-22 00:00:00
6660,46.24436,6.95908,439.0,2010-01-01 00:00:00
6661,46.08098,7.50805,1440.5,2010-01-01 00:00:00
6662,46.23846,6.86261,1280.0,2010-01-01 00:00:00
6663,46.25039,7.5094,1205.0,2010-01-01 00:00:00
6664,46.61607,9.43054,949.5,2010-08-18 00:00:00
6665,46.71401,9.75801,1334.0,2010-07-22 00:00:00
6666,46.80251,9.70571,1386.5,2010-06-14 00:00:00
6667,46.72445,9.53305,1681.5,2010-08-26 00:00:00
6668,46.86242,9.91775,1287.0,2010-07-05 00:00:00
6669,46.77337,9.80658,1531.0,2010-09-06 00:00:00
6670,46.86425,9.88482,1188.0,2010-06-22 00:00:00
6671,46.53747,9.62449,1434.0,2010-06-25 00:00:00
6672,46.70973,9.55286,1330.0,2010-08-26 00:00:00
6673,46.7427,9.77888,1441.5,2010-07-22 00:00:00
6674,46.85626,9.8793,1336.5,2010-06-02 00:00:00
6675,46.7401,9.54595,1491.5,2010-08-26 00:00:00
6676,46.77177,9.8052,1548.0,2010-09-06 00:00:00
6677,46.86032,9.91273,1237.5,2010-07-02 00:00:00
6678,46.68997,9.53579,1016.0,2010-08-26 00:00:00
6679,46.8815,9.87996,1152.0,2010-08-30 00:00:00
6680,46.61313,10.38243,1798.5,2010-06-02 00:00:00
6681,46.72188,9.55897,1454.0,2010-08-26 00:00:00
6682,46.60978,10.38378,1691.5,2010-11-11 00:00:00
6683,46.83402,9.55984,898.5,2010-08-07 00:00:00
6684,46.80844,9.83744,1587.0,2010-05-25 00:00:00
6685,46.69458,8.8492,1166.5,2010-06-17 00:00:00
6686,46.82444,9.2864,1082.5,2010-05-25 00:00:00
6687,46.79832,9.70205,1460.0,2010-06-14 00:00:00
6688,46.08798,7.21574,1045.5,2010-01-01 00:00:00
6689,46.88209,9.86599,1046.0,2010-06-22 00:00:00
6690,46.72607,9.56652,1563.5,2010-08-26 00:00:00
6691,46.77598,9.68627,1617.0,2010-08-07 00:00:00
6692,46.66232,9.60496,896.5,2010-10-13 00:00:00
6693,46.83441,9.55988,915.0,2010-05-16 00:00:00
6694,46.77919,9.68882,1653.0,2010-08-18 00:00:00
6695,46.71935,9.53968,1594.0,2010-08-26 00:00:00
6696,46.73162,9.77358,1407.0,2010-07-22 00:00:00
6697,46.23981,6.874,1280.0,2010-01-01 00:00:00
6698,46.29335,6.94275,388.0,2010-01-01 00:00:00
6699,46.84136,10.36244,1491.5,2010-07-08 00:00:00
6700,46.68966,9.53333,1013.5,2010-08-26 00:00:00
6701,46.55143,9.62201,1416.5,2010-06-25 00:00:00
6702,46.88718,9.55083,654.0,2010-06-17 00:00:00
6703,46.88341,9.8763,1129.5,2010-08-30 00:00:00
6704,46.88663,9.84827,990.0,2010-08-30 00:00:00
6705,46.7401,9.54595,1491.5,2010-08-26 00:00:00
6706,46.7912,9.81493,1577.5,2010-07-23 00:00:00
6707,46.72622,9.55708,1469.5,2010-06-07 00:00:00
6708,46.61421,10.3814,1819.5,2010-11-11 00:00:00
6709,46.78713,9.69652,1560.0,2010-08-07 00:00:00
6710,46.79786,9.70092,1470.0,2010-08-18 00:00:00
6711,46.85707,9.5046,563.0,2010-05-05 00:00:00
6712,46.82437,9.28478,1085.5,2010-05-25 00:00:00
6713,46.89879,9.79582,1218.0,2010-05-17 00:00:00
6714,46.60225,10.42334,1369.0,2010-06-02 00:00:00
6715,46.21476,7.59004,1251.0,2010-01-01 00:00:00
6716,46.7948,10.29716,1190.5,2010-07-09 00:00:00
6717,46.86317,9.88078,1201.5,2010-05-20 00:00:00
6718,46.7183,9.55563,1413.0,2010-08-26 00:00:00
6719,46.81903,9.7051,1240.0,2010-08-18 00:00:00
6720,46.8682,9.88573,1197.0,2010-05-20 00:00:00
6721,46.86317,9.88078,1201.5,2010-05-20 00:00:00
6722,46.84873,9.87475,1511.5,2010-08-30 00:00:00
6723,46.6282,10.33652,1690.0,2010-11-11 00:00:00
6724,46.79807,9.85455,1632.5,2010-11-02 00:00:00
6725,46.84873,9.87475,1511.5,2010-05-25 00:00:00
6726,46.74738,9.7803,1460.5,2010-07-22 00:00:00
6727,46.33468,7.53576,1599.0,2010-01-01 00:00:00
6728,46.12809,7.47579,1303.0,2010-01-01 00:00:00
6729,46.24989,7.48188,866.5,2010-01-01 00:00:00
6730,46.09907,7.22587,1494.5,2010-01-01 00:00:00
6731,46.72813,9.55286,1478.0,2010-08-26 00:00:00
6732,46.72694,9.56136,1505.0,2010-08-26 00:00:00
6733,46.60206,9.4233,977.5,2010-08-02 00:00:00
6734,46.6904,9.53634,1022.0,2010-08-26 00:00:00
6735,46.62163,9.4327,955.0,2010-08-02 00:00:00
6736,46.59865,10.42479,1408.5,2010-07-14 00:00:00
6737,46.80729,9.83926,1554.5,2010-11-02 00:00:00
6738,46.85465,9.50413,564.0,2010-05-04 00:00:00
6739,46.7948,10.29716,1190.5,2010-07-05 00:00:00
6740,46.60245,9.42284,976.0,2010-08-18 00:00:00
6741,46.7281,9.77131,1393.0,2010-07-21 00:00:00
6742,46.79898,9.70505,1439.5,2010-06-14 00:00:00
6743,46.74353,9.7728,1520.5,2010-07-02 00:00:00
6744,46.234,7.45896,1053.5,2010-01-01 00:00:00
6745,46.32645,6.93112,387.0,2010-01-01 00:00:00
6746,46.09835,7.22546,1485.0,2010-01-01 00:00:00
6747,46.66232,9.60496,896.5,2010-10-13 00:00:00
6748,46.86455,9.88205,1181.5,2010-05-20 00:00:00
6749,46.87092,9.87937,1180.0,2010-06-25 00:00:00
6750,46.55075,9.62173,1417.5,2010-06-25 00:00:00
6751,46.55033,9.6216,1417.5,2010-06-25 00:00:00
6752,46.61215,10.38031,1739.5,2010-06-02 00:00:00
6753,46.2448,6.95967,423.5,2010-01-01 00:00:00
6754,46.25726,6.94046,502.5,2010-01-01 00:00:00
6755,46.14326,7.3915,1357.5,2010-01-01 00:00:00
6756,46.2629,7.45241,518.5,2010-01-01 00:00:00
6757,46.09924,7.22617,1498.5,2010-01-01 00:00:00
6758,47.43572,8.69416,499.5,2010-06-01 00:00:00
6759,47.47612,8.54785,420.0,2010-05-03 00:00:00
6760,47.35757,8.42922,459.5,2010-08-26 00:00:00
6761,47.30566,8.68052,582.5,2010-06-22 00:00:00
6762,46.42351,8.15903,1546.0,2010-01-01 00:00:00
6763,46.28932,7.43775,991.5,2010-01-01 00:00:00
6764,46.32585,6.93103,387.0,2010-01-01 00:00:00
6765,47.28486,8.67012,688.0,2010-09-01 00:00:00
6766,46.2617,7.51606,697.0,2010-01-01 00:00:00
6767,46.2275,6.91273,765.0,2010-01-01 00:00:00
6768,46.09822,7.22539,1484.0,2010-01-01 00:00:00
6769,47.51111,8.7507,519.0,2010-09-24 00:00:00
6770,47.41149,8.70982,553.0,2010-06-01 00:00:00
6771,47.30674,8.66368,772.5,2010-05-26 00:00:00
6772,47.59798,8.61853,352.5,2010-07-28 00:00:00
6773,47.29532,8.7011,508.5,2010-05-26 00:00:00
6774,47.45525,8.5431,420.0,2010-06-30 00:00:00
6775,47.24858,8.85292,450.0,2010-04-29 00:00:00
6776,47.31103,8.70379,459.5,2010-09-17 00:00:00
6777,47.47536,8.53357,420.0,2010-05-18 00:00:00
6778,47.47794,8.54556,420.0,2010-05-03 00:00:00
6779,47.69167,8.64793,402.0,2010-09-07 00:00:00
6780,47.27715,8.69671,629.0,2010-06-02 00:00:00
6781,47.35131,8.72195,467.5,2010-07-27 00:00:00
6782,47.37874,8.911,863.5,2010-07-31 00:00:00
6783,47.2978,8.67934,651.0,2010-05-26 00:00:00
6784,47.31324,8.53222,451.0,2010-07-14 00:00:00
6785,47.41282,8.73205,554.5,2010-06-01 00:00:00
6786,47.29005,8.55786,505.5,2010-05-27 00:00:00
6787,47.26698,8.81938,525.5,2010-06-09 00:00:00
6788,47.4898,8.50434,417.5,2010-05-10 00:00:00
6789,47.34566,8.47896,544.5,2010-06-30 00:00:00
6790,47.43081,8.69073,507.0,2010-06-01 00:00:00
6791,47.32154,8.709,437.0,2010-04-27 00:00:00
6792,47.53595,8.52185,398.5,2010-05-25 00:00:00
6793,47.34199,8.48683,571.5,2010-06-30 00:00:00
6794,47.65454,8.79253,460.0,2010-07-27 00:00:00
6795,47.4356,8.70509,548.0,2010-06-01 00:00:00
6796,47.52395,8.45687,512.0,2010-06-05 00:00:00
6797,47.52779,8.45462,501.0,2010-07-15 00:00:00
6798,46.07986,7.2139,820.5,2010-11-17 00:00:00
6799,47.47224,8.55373,422.5,2010-05-03 00:00:00
6800,47.24284,8.15725,836.0,2010-07-27 00:00:00
6801,46.25781,6.94087,491.0,2010-01-01 00:00:00
6802,47.24294,8.16061,802.0,2010-07-27 00:00:00
6803,47.11745,8.35101,414.0,2010-08-10 00:00:00
6804,46.25305,7.36765,679.5,2010-01-01 00:00:00
6805,46.07028,7.22868,850.5,2010-01-01 00:00:00
6806,46.0978,7.22516,1480.0,2010-01-01 00:00:00
6807,46.02369,7.12357,1393.5,2010-01-01 00:00:00
6808,46.31071,7.4601,1525.0,2010-01-01 00:00:00
6809,46.21371,7.36156,791.5,2010-01-01 00:00:00
6810,46.21563,7.59236,1326.0,2010-01-01 00:00:00
6811,46.0982,7.22538,1484.0,2010-01-01 00:00:00
6812,46.18111,7.57685,1567.0,2010-01-01 00:00:00
6813,46.33146,7.53322,1456.0,2010-01-01 00:00:00
6814,46.36498,7.75647,1207.0,2010-06-01 00:00:00
6815,46.26767,7.5366,980.5,2010-01-01 00:00:00
6816,46.02932,7.13308,1241.0,2010-01-01 00:00:00
6817,46.21054,7.3432,642.5,2010-01-01 00:00:00
6818,46.09838,7.22548,1485.5,2010-01-01 00:00:00
6819,46.0731,7.22879,906.0,2010-01-01 00:00:00
6820,46.0979,7.22523,1481.0,2010-01-01 00:00:00
6821,46.36558,7.75628,1211.5,2010-06-01 00:00:00
6822,46.33166,7.53226,1467.5,2010-01-01 00:00:00
6823,46.36493,7.62147,1300.0,2010-01-01 00:00:00
6824,46.24006,6.87562,1280.0,2010-01-01 00:00:00
6825,46.07963,7.21695,848.5,2010-01-01 00:00:00
6826,46.36704,7.62236,1287.5,2010-01-01 00:00:00
6827,46.08958,7.22168,1233.5,2010-01-01 00:00:00
6828,47.48981,8.50431,417.5,2010-05-10 00:00:00
6829,47.43516,8.70539,550.5,2010-02-09 00:00:00
6830,47.39711,8.85196,602.0,2010-07-02 00:00:00
6831,47.28999,8.55773,506.5,2010-05-27 00:00:00
6832,46.09972,7.22619,1506.0,2010-01-01 00:00:00
6833,46.09158,7.21755,1269.0,2010-01-01 00:00:00
6836,47.28479,8.61605,454.5,2010-08-18 00:00:00
6837,47.52954,8.45463,485.5,2010-08-26 00:00:00
6838,47.44064,8.70365,478.0,2010-04-28 00:00:00
6839,47.39356,8.75784,544.5,2010-08-27 00:00:00
6840,47.2905,8.55794,500.0,2010-05-27 00:00:00
6841,47.43376,8.69147,503.5,2010-02-09 00:00:00
6842,47.27675,8.91222,610.0,2010-06-07 00:00:00
6843,46.09988,7.22616,1506.5,2010-01-01 00:00:00
6844,46.23836,6.86238,1280.0,2010-01-01 00:00:00
6845,46.33012,7.54097,1417.0,2010-01-01 00:00:00
6846,46.08411,7.18466,796.0,2010-01-01 00:00:00
6847,46.38089,7.62693,1385.5,2010-01-01 00:00:00
6848,47.3965,8.7205,528.5,2010-07-19 00:00:00
6849,47.26691,8.81939,525.0,2010-06-08 00:00:00
6850,47.45295,8.46207,437.5,2010-08-20 00:00:00
6851,46.73729,7.29728,812.5,2010-01-01 00:00:00
6852,47.47184,8.58255,517.0,2010-04-21 00:00:00
6853,47.40153,8.38682,434.5,2010-08-27 00:00:00
6854,47.29779,8.67961,645.0,2010-05-26 00:00:00
6855,47.69281,8.63612,396.5,2010-09-07 00:00:00
6856,47.4332,8.69116,504.5,2010-02-09 00:00:00
6857,47.59799,8.61868,350.5,2010-07-28 00:00:00
6858,47.53606,8.52112,398.5,2010-05-25 00:00:00
6859,47.43568,8.69425,496.0,2010-02-09 00:00:00
6860,47.38922,8.9356,780.0,2010-08-09 00:00:00
6861,47.30785,8.68812,534.5,2010-05-26 00:00:00
6862,47.24849,8.8529,450.0,2010-04-29 00:00:00
6863,47.41999,8.71721,496.0,2010-05-05 00:00:00
6864,47.4002,8.3835,466.0,2010-05-18 00:00:00
6865,47.41424,8.71943,528.5,2010-02-09 00:00:00
6866,47.33522,8.84356,649.0,2010-06-30 00:00:00
6867,47.30689,8.66375,772.0,2010-05-26 00:00:00
6868,47.43653,8.70563,556.0,2010-02-09 00:00:00
6869,47.25813,8.77894,517.0,2010-07-11 00:00:00
6870,47.06168,8.28121,461.0,2010-05-03 00:00:00
6871,46.73404,7.29697,819.0,2010-01-01 00:00:00
6872,47.24431,8.15838,798.0,2010-07-27 00:00:00
6873,47.52954,8.45463,485.5,2010-07-07 00:00:00
6874,47.24665,8.85655,449.0,2010-04-29 00:00:00
6875,47.05859,8.30338,484.5,2010-07-14 00:00:00
6876,47.06105,8.28597,460.0,2010-07-12 00:00:00
6877,47.05807,8.35442,463.5,2010-07-04 00:00:00
6878,47.36301,8.76197,540.5,2010-06-25 00:00:00
6879,46.83343,9.56056,843.0,2010-08-07 00:00:00
6880,46.66367,9.57177,854.0,2010-08-07 00:00:00
6881,46.77608,9.68484,1620.0,2010-08-07 00:00:00
6883,47.4139,8.71939,527.0,2010-02-09 00:00:00
6884,47.33463,8.85398,691.0,2010-06-30 00:00:00
6885,47.2991,8.67763,643.0,2010-05-26 00:00:00
6886,47.29025,8.72223,487.0,2010-05-28 00:00:00
6887,47.53579,8.52246,398.5,2010-05-28 00:00:00
6888,47.39588,8.62504,434.0,2010-05-08 00:00:00
6889,47.36026,8.5714,478.0,2010-08-03 00:00:00
6890,46.0391,7.14739,750.0,2010-05-16 00:00:00
6891,47.40192,8.38704,427.0,2010-05-18 00:00:00
6892,47.34124,8.73644,494.5,2010-06-28 00:00:00
6893,47.3375,8.73695,499.5,2010-08-04 00:00:00
6894,47.26061,8.81422,520.5,2010-06-02 00:00:00
6895,47.13296,6.86425,960.0,2010-07-23 00:00:00
6896,47.43073,8.69083,507.0,2010-02-09 00:00:00
6897,47.40978,8.82177,660.0,2010-07-01 00:00:00
6898,47.39913,8.39375,411.0,2010-07-26 00:00:00
6899,47.37871,8.91102,865.0,2010-07-31 00:00:00
6900,47.28874,8.5667,475.5,2010-09-16 00:00:00
6901,47.51091,8.75065,516.0,2010-09-24 00:00:00
6902,47.40972,8.82191,661.0,2010-07-01 00:00:00
6903,46.73174,7.29959,851.0,2010-01-01 00:00:00
6904,47.5111,8.75057,522.5,2010-09-24 00:00:00
6905,47.41154,8.70993,553.0,2010-02-09 00:00:00
6906,47.52943,8.45467,485.5,2010-08-26 00:00:00
6907,47.49914,8.48653,409.0,2010-06-01 00:00:00
6908,47.38877,8.74919,528.5,2010-08-27 00:00:00
6909,47.25444,8.79819,502.0,2010-06-09 00:00:00
6910,47.17116,8.65184,668.5,2010-10-14 00:00:00
6911,47.3515,8.73103,500.5,2010-07-02 00:00:00
6912,47.50684,8.70481,423.5,2010-07-06 00:00:00
6913,47.41157,8.73264,551.5,2010-02-09 00:00:00
6914,47.3375,8.73695,499.5,2010-07-27 00:00:00
6915,47.35748,8.42935,459.5,2010-08-26 00:00:00
6916,47.34446,8.63668,655.0,2010-07-06 00:00:00
6917,46.74204,7.29967,805.5,2010-01-01 00:00:00
6918,47.49664,8.49554,410.5,2010-05-11 00:00:00
6919,47.43777,8.69654,510.5,2010-02-09 00:00:00
6920,47.4362,8.69189,509.0,2010-02-09 00:00:00
6921,47.3423,8.48716,576.5,2010-06-30 00:00:00
6922,47.39467,8.73064,517.5,2010-02-09 00:00:00
6923,47.30681,8.6638,772.0,2010-05-26 00:00:00
6924,47.27338,8.89336,634.5,2010-07-05 00:00:00
6925,47.40144,8.6511,440.0,2010-04-27 00:00:00
6926,47.31109,8.70374,460.0,2010-09-17 00:00:00
6927,46.74438,7.30266,797.0,2010-01-01 00:00:00
6928,47.43791,8.71997,617.0,2010-02-09 00:00:00
6929,47.43233,8.51281,439.0,2010-04-21 00:00:00
6930,47.30067,8.56339,406.5,2010-09-16 00:00:00
6931,47.47621,8.54785,420.0,2010-05-03 00:00:00
6932,47.45821,8.57134,430.0,2010-05-18 00:00:00
6933,47.36954,8.878,638.0,2010-06-14 00:00:00
6934,47.28919,8.56297,474.5,2010-05-27 00:00:00
6935,47.53602,8.52172,398.5,2010-05-25 00:00:00
6936,47.41781,8.50532,469.5,2010-08-13 00:00:00
6937,47.41281,8.7321,554.5,2010-02-09 00:00:00
6938,47.39588,8.62504,434.0,2010-08-25 00:00:00
6939,47.25408,8.79453,497.5,2010-06-08 00:00:00
6940,47.25205,8.79793,492.0,2010-06-08 00:00:00
6941,47.51095,8.75086,515.0,2010-09-24 00:00:00
6942,47.4355,8.70497,547.5,2010-02-09 00:00:00
6943,47.29459,8.83335,567.0,2010-06-03 00:00:00
6944,47.46615,8.55337,420.0,2010-05-18 00:00:00
6945,47.43067,8.69278,507.5,2010-02-09 00:00:00
6946,46.7488,7.30391,786.5,2010-01-01 00:00:00
6947,47.47797,8.54558,420.0,2010-05-03 00:00:00
6948,47.31271,8.71931,445.0,2010-04-27 00:00:00
6949,46.73654,7.29669,816.0,2010-01-01 00:00:00
6950,46.73347,7.29657,822.0,2010-01-01 00:00:00
6951,46.74157,7.29959,807.0,2010-01-01 00:00:00
6952,46.85631,9.88406,1280.0,2010-07-24 00:00:00
6953,46.08779,7.21542,1035.0,2010-07-15 00:00:00
6954,46.09073,7.21732,1225.0,2010-07-15 00:00:00
6955,46.0731,7.22878,906.0,2011-07-12 00:00:00
6956,47.45966,9.09891,507.0,2011-08-22 00:00:00
6957,47.2508,8.99826,645.0,2011-07-21 00:00:00
6958,47.41829,9.075,538.0,2011-06-24 00:00:00
6959,47.40971,9.28698,650.0,2011-07-12 00:00:00
6960,47.24111,8.99749,566.0,2011-07-21 00:00:00
6961,47.40651,9.07333,539.5,2011-05-23 00:00:00
6962,47.36816,9.64679,407.0,2011-05-30 00:00:00
6963,47.41104,9.26811,644.0,2011-07-12 00:00:00
6964,47.41803,9.22761,624.0,2011-07-11 00:00:00
6965,47.40892,9.27785,646.5,2011-07-12 00:00:00
6966,47.38359,9.10581,571.5,2011-05-31 00:00:00
6967,47.02866,9.43074,544.0,2011-06-17 00:00:00
6969,47.24377,8.94885,506.0,2011-07-21 00:00:00
6970,47.41263,9.28289,664.5,2011-07-12 00:00:00
6971,47.42777,9.18146,552.5,2011-07-01 00:00:00
6972,47.41917,9.37022,698.0,2011-06-01 00:00:00
6973,47.43292,9.16633,527.5,2011-08-10 00:00:00
6974,47.11239,9.21401,440.0,2011-12-27 00:00:00
6975,47.41063,9.27046,644.0,2011-07-12 00:00:00
6976,47.40914,9.27709,645.0,2011-07-12 00:00:00
6977,47.43389,9.16386,521.0,2011-08-10 00:00:00
6978,47.36043,9.07148,619.5,2011-05-11 00:00:00
6979,47.22856,9.0415,648.5,2011-07-21 00:00:00
6980,47.43383,9.16496,525.0,2011-08-10 00:00:00
6981,46.11035,7.4943,1355.5,2011-04-30 00:00:00
6982,47.31472,8.48932,560.0,2011-06-07 00:00:00
6983,47.28606,7.8123,432.0,2011-08-03 00:00:00
6984,47.43516,8.7054,550.5,2011-09-07 00:00:00
6985,47.45714,8.41117,425.0,2011-07-21 00:00:00
6986,47.34958,8.44092,477.5,2011-07-26 00:00:00
6987,47.30681,8.66382,774.0,2011-07-08 00:00:00
6988,47.41157,8.73266,551.5,2011-09-07 00:00:00
6989,47.39842,8.48901,398.0,2011-10-06 00:00:00
6990,47.29641,8.86167,674.0,2011-06-08 00:00:00
6991,47.36252,8.76708,540.0,2011-05-12 00:00:00
6992,47.39887,8.86923,710.5,2011-07-25 00:00:00
6993,47.30962,8.49247,581.0,2011-07-12 00:00:00
6994,47.1723,7.39726,428.5,2011-07-02 00:00:00
6995,47.45787,8.57201,430.5,2011-03-03 00:00:00
6996,47.29489,7.82256,430.0,2011-08-03 00:00:00
6997,46.23327,7.3397,649.0,2011-06-08 00:00:00
6998,47.34807,8.49348,802.0,2011-06-30 00:00:00
6999,47.51881,8.62068,415.5,2011-09-21 00:00:00
7000,47.40965,8.5587,427.0,2011-06-08 00:00:00
7001,47.27506,8.91705,629.0,2011-05-19 00:00:00
7002,47.39292,8.51932,404.5,2011-05-08 00:00:00
7003,47.39157,8.82598,748.5,2011-04-29 00:00:00
7004,47.5289,8.45435,490.0,2011-04-19 00:00:00
7005,47.2855,7.56137,588.0,2011-09-15 00:00:00
7006,47.28599,7.81203,432.0,2011-05-11 00:00:00
7007,47.18914,7.58328,442.0,2011-05-10 00:00:00
7008,46.49323,8.81754,1629.0,2011-07-04 00:00:00
7010,46.11394,8.77093,197.5,2011-07-15 00:00:00
7011,46.47488,8.80473,703.0,2011-07-27 00:00:00
7012,45.95331,8.93046,623.5,2011-05-17 00:00:00
7013,46.18706,8.79136,1005.0,2011-05-06 00:00:00
7014,46.17425,9.07318,991.5,2011-07-12 00:00:00
7015,46.76981,9.81249,1615.0,2011-09-19 00:00:00
7016,46.72586,9.5571,1469.0,2011-05-18 00:00:00
7017,46.66453,9.61231,897.5,2011-07-12 00:00:00
7018,46.84667,9.88317,1443.0,2011-07-14 00:00:00
7019,46.70529,9.17328,1103.0,2011-08-22 00:00:00
7020,46.71401,9.75801,1334.0,2011-08-10 00:00:00
7021,46.84855,9.87563,1514.5,2011-10-06 00:00:00
7022,46.67694,9.67215,977.5,2011-09-16 00:00:00
7023,46.70149,9.69983,1632.0,2011-07-22 00:00:00
7024,46.82087,9.26589,1081.0,2011-06-16 00:00:00
7025,46.86285,9.89167,1188.0,2011-06-15 00:00:00
