,decimalLatitude,decimalLongitude,elevation,date
20679,46.68811,9.68656,1247.0,2018-08-29 00:00:00
20680,46.80299,9.83373,1572.5,2018-07-30 00:00:00
20681,46.79405,9.81741,1590.0,2018-07-30 00:00:00
20682,46.77226,9.8043,1516.5,2018-07-09 00:00:00
20683,46.62097,9.1834,1256.5,2018-07-03 00:00:00
20684,46.7087,8.86172,1154.0,2018-07-02 00:00:00
20685,46.61404,10.38152,1818.0,2018-06-21 00:00:00
20686,47.29498,8.63188,618.5,2018-04-20 00:00:00
20687,46.81628,9.2642,1120.0,2018-06-29 00:00:00
20688,46.69137,9.43434,740.5,2018-06-12 00:00:00
20689,46.84629,9.65167,1718.5,2018-06-12 00:00:00
20690,46.78843,9.68108,1806.0,2018-05-31 00:00:00
20691,46.88263,9.87805,1133.5,2018-08-30 00:00:00
20692,46.66379,9.5697,836.5,2018-07-26 00:00:00
20693,46.57922,9.921,1722.0,2018-07-20 00:00:00
20694,46.67108,9.66968,969.0,2018-06-19 00:00:00
20695,47.17177,8.73639,777.5,2018-06-29 00:00:00
20696,46.61824,9.17967,1264.5,2018-07-03 00:00:00
20697,46.82114,9.42638,598.0,2018-08-29 00:00:00
20698,46.84223,9.26121,1345.0,2018-08-23 00:00:00
20699,46.80238,9.23486,1223.0,2018-08-23 00:00:00
20700,46.80178,9.83758,1549.5,2018-07-30 00:00:00
20701,46.81866,9.607,1328.0,2018-08-14 00:00:00
20702,47.26674,7.35249,625.0,2018-08-03 00:00:00
20703,46.81988,9.61042,1264.0,2018-05-03 00:00:00
20704,46.31088,7.07936,1605.0,2018-07-26 00:00:00
20705,46.81211,9.51684,1556.5,2018-05-08 00:00:00
20706,47.35298,8.30129,449.0,2018-03-29 00:00:00
20707,46.69323,9.43404,757.5,2018-07-04 00:00:00
20708,47.17083,8.73235,778.0,2018-06-29 00:00:00
20709,47.17121,8.73283,778.0,2018-06-29 00:00:00
20710,46.85562,9.87882,1358.5,2018-06-08 00:00:00
20711,47.19197,8.95875,408.5,2018-06-07 00:00:00
20712,46.78366,9.92323,1976.0,2018-06-05 00:00:00
20713,46.83456,9.31017,918.0,2018-08-23 00:00:00
20714,46.78083,9.25632,726.0,2018-08-23 00:00:00
20715,46.4643,7.10046,879.0,2018-08-08 00:00:00
20716,46.66232,9.60496,897.0,2018-08-30 00:00:00
20717,46.83259,9.29036,1041.0,2018-08-23 00:00:00
20718,46.7891,9.81478,1554.5,2018-07-30 00:00:00
20719,46.69978,9.71525,1370.5,2018-07-09 00:00:00
20720,46.38851,7.09557,1391.0,2018-08-01 00:00:00
20721,46.81797,9.60769,1333.0,2018-05-30 00:00:00
20722,46.66335,9.57146,835.5,2018-07-26 00:00:00
20723,46.66806,9.69156,1016.0,2018-06-11 00:00:00
20724,46.67113,9.66992,969.0,2018-06-19 00:00:00
20725,46.61267,9.17634,1276.0,2018-07-03 00:00:00
20726,47.02963,8.45508,663.0,2018-05-15 00:00:00
20727,46.87078,9.86781,1342.5,2018-05-18 00:00:00
20728,46.2512,7.51401,1169.0,2018-06-26 00:00:00
20729,46.77703,9.68609,1628.5,2018-06-18 00:00:00
20730,47.1234,6.92718,848.0,2018-06-15 00:00:00
20731,46.21045,7.18412,1206.0,2018-06-11 00:00:00
20732,46.79696,9.84913,1564.0,2018-06-08 00:00:00
20733,46.77637,9.67289,1761.5,2018-05-31 00:00:00
20734,46.45454,6.11343,1205.0,2018-07-18 00:00:00
20735,46.78047,10.29154,1453.5,2018-06-27 00:00:00
20736,46.79888,9.23431,1193.0,2018-06-29 00:00:00
20737,46.61421,10.38175,1827.0,2018-06-21 00:00:00
20738,46.77192,9.65314,1866.5,2018-05-31 00:00:00
20739,47.34283,8.59073,587.0,2018-05-18 00:00:00
20740,46.97251,9.68787,680.0,2018-05-08 00:00:00
20741,47.35446,8.35991,497.0,2018-04-18 00:00:00
20742,46.93505,9.77989,1337.0,2018-05-18 00:00:00
20743,46.78578,9.66717,1977.5,2018-07-13 00:00:00
20744,46.69856,9.42143,983.0,2018-07-04 00:00:00
20745,46.79299,9.82531,1538.0,2018-06-07 00:00:00
20746,46.74335,9.54554,1537.0,2018-05-09 00:00:00
20747,46.85512,9.8795,1331.0,2018-06-08 00:00:00
20748,46.70668,9.42893,789.0,2018-06-12 00:00:00
20749,47.19192,8.95874,408.5,2018-06-07 00:00:00
20750,47.57823,8.86596,385.0,2018-05-21 00:00:00
20751,45.95151,8.90463,271.0,2018-05-06 00:00:00
20752,46.23181,6.02019,433.0,2018-04-18 00:00:00
20753,46.85601,9.87883,1355.5,2018-06-08 00:00:00
20754,46.67152,9.62584,1069.5,2018-06-12 00:00:00
20755,46.8308,9.68016,1342.5,2018-06-12 00:00:00
20756,46.99242,7.54132,657.0,2018-06-05 00:00:00
20757,46.77333,9.66092,1823.0,2018-05-31 00:00:00
20758,47.02442,8.45815,471.5,2018-05-15 00:00:00
20759,46.8162,9.26406,1110.0,2018-06-29 00:00:00
20760,46.25979,7.30234,1096.0,2018-06-18 00:00:00
20761,46.38946,7.0968,1398.5,2018-06-19 00:00:00
20762,46.7401,9.54595,1491.5,2018-05-09 00:00:00
20763,46.96163,7.54031,681.0,2018-09-04 00:00:00
20764,47.13764,9.14973,508.0,2018-04-21 00:00:00
20765,46.46137,8.92653,756.0,2018-05-19 00:00:00
20766,46.165406,8.99318,,2018-09-21 11:25:13.643000+00:00
20767,46.749462,6.462775,,2018-08-05 14:23:28.296000+00:00
20768,46.355714,7.131308,,2018-07-31 15:35:00+00:00
20769,46.350258,7.039803,,2018-07-31 12:00:00+00:00
20770,47.57779,8.86352,385.0,2019-05-09 00:00:00
20771,47.57818,8.86885,385.0,2019-05-09 00:00:00
20772,47.5778,8.86286,384.5,2019-05-09 00:00:00
20773,47.57871,8.86222,384.0,2019-05-10 00:00:00
20774,47.57775,8.86685,385.0,2019-05-07 00:00:00
20775,47.57911,8.86622,385.0,2019-05-10 00:00:00
20776,47.57816,8.87018,385.0,2019-05-09 00:00:00
20777,47.62125,9.09292,547.5,2019-07-02 00:00:00
20778,47.20641,8.42917,394.0,2019-07-07 00:00:00
20779,47.4624,9.11373,505.0,2019-09-25 00:00:00
20780,47.44221,9.39694,653.0,2019-07-02 00:00:00
20781,47.27485,8.95377,908.5,2019-04-04 00:00:00
20782,47.4568,9.12879,495.0,2019-08-16 00:00:00
20783,47.45585,9.07589,514.0,2019-07-31 00:00:00
20784,47.45757,9.40227,556.5,2019-05-23 00:00:00
20785,47.41659,9.38432,781.0,2019-05-23 00:00:00
20786,47.2436,8.85638,459.0,2019-07-02 00:00:00
20787,47.40735,9.32142,593.0,2019-05-21 00:00:00
20788,47.4497,9.40031,589.0,2019-06-05 00:00:00
20789,47.456,9.07607,514.0,2019-07-31 00:00:00
20790,47.41355,9.21041,590.0,2019-08-09 00:00:00
20791,47.40416,9.33879,676.0,2019-06-01 00:00:00
20792,47.45452,9.1348,495.0,2019-07-12 00:00:00
20793,47.23963,9.05665,975.0,2019-08-15 00:00:00
20794,47.44662,9.39984,603.0,2019-06-05 00:00:00
20795,47.42994,9.17783,536.0,2019-08-16 00:00:00
20796,47.244,8.83667,438.0,2019-07-01 00:00:00
20797,47.35533,9.26116,886.0,2019-08-13 00:00:00
20798,47.45902,9.17371,485.0,2019-06-28 00:00:00
20799,47.45621,9.07618,514.0,2019-08-21 00:00:00
20800,47.4779,9.56328,409.0,2019-06-05 00:00:00
20801,47.45419,9.09408,535.0,2019-07-31 00:00:00
20802,47.41342,9.20402,570.5,2019-08-09 00:00:00
20803,47.45523,9.13164,495.0,2019-10-09 00:00:00
20804,47.3697,9.47401,980.5,2019-09-23 00:00:00
20805,47.48019,9.54482,423.5,2019-05-07 00:00:00
20806,47.44534,9.53194,801.0,2019-06-19 00:00:00
20807,47.45866,9.09043,509.0,2019-08-21 00:00:00
20808,47.32178,9.22281,851.0,2019-09-11 00:00:00
20809,47.42758,9.59545,682.0,2019-07-15 00:00:00
20810,47.41664,9.38472,785.5,2019-05-23 00:00:00
20811,47.19455,9.30923,916.5,2019-06-18 00:00:00
20812,47.46869,9.58582,398.0,2019-08-21 00:00:00
20813,47.41965,9.19688,559.0,2019-08-14 00:00:00
20814,47.4672,9.56669,419.5,2019-05-02 00:00:00
20815,47.41692,9.19831,568.5,2019-08-14 00:00:00
20816,47.4683,9.58248,400.0,2019-07-01 00:00:00
20817,47.44799,9.40015,598.5,2019-06-05 00:00:00
20818,47.47776,9.5616,410.0,2019-06-05 00:00:00
20819,47.45048,9.06672,515.5,2019-06-18 00:00:00
20820,47.45775,9.40253,552.5,2019-07-17 00:00:00
20821,47.45628,9.07637,514.0,2019-08-21 00:00:00
20822,47.1962,9.29859,894.0,2019-05-20 00:00:00
20823,47.41217,9.20664,578.5,2019-08-09 00:00:00
20824,47.45714,9.12827,495.0,2019-07-19 00:00:00
20825,47.45639,9.07652,514.0,2019-08-21 00:00:00
20826,47.46829,9.58581,399.0,2019-08-21 00:00:00
20827,47.0917,9.29408,1306.0,2019-09-20 00:00:00
20828,47.45422,9.09416,535.0,2019-07-31 00:00:00
20829,47.45023,9.40077,590.0,2019-06-05 00:00:00
20830,47.41786,9.19761,560.0,2019-08-14 00:00:00
20831,47.41312,9.2065,570.0,2019-08-09 00:00:00
20832,47.20595,9.35536,1070.5,2019-05-20 00:00:00
20833,47.20601,9.35557,1063.5,2019-05-20 00:00:00
20834,47.41646,9.19841,568.5,2019-08-14 00:00:00
20835,47.47303,9.1683,565.0,2019-07-22 00:00:00
20836,47.45922,9.40187,556.0,2019-05-23 00:00:00
20837,47.244,8.83667,438.0,2019-07-01 00:00:00
20838,47.20663,9.31913,1072.0,2019-08-05 00:00:00
20839,47.41664,9.38456,782.5,2019-05-23 00:00:00
20840,47.45863,9.09224,508.0,2019-08-21 00:00:00
20841,47.42005,9.1962,559.0,2019-08-14 00:00:00
20842,47.45594,9.12836,495.0,2019-10-09 00:00:00
20843,47.2395,9.05636,976.0,2019-08-15 00:00:00
20844,47.19547,9.30865,907.5,2019-09-12 00:00:00
20845,47.43656,9.62185,532.5,2019-07-15 00:00:00
20846,47.41671,9.38291,759.0,2019-05-23 00:00:00
20847,47.45713,9.12801,495.0,2019-08-16 00:00:00
20848,47.45425,9.09403,529.0,2019-07-31 00:00:00
20849,47.41419,9.20413,569.5,2019-08-09 00:00:00
20850,47.45275,9.06832,515.0,2019-07-08 00:00:00
20851,47.45166,9.06695,515.5,2019-07-08 00:00:00
20852,47.45788,9.40232,560.5,2019-07-17 00:00:00
20853,47.46278,9.11433,506.0,2019-07-19 00:00:00
20854,47.43011,9.17728,535.0,2019-08-16 00:00:00
20855,47.45091,9.40063,593.5,2019-06-05 00:00:00
20856,47.44915,9.39979,601.5,2019-06-05 00:00:00
20857,47.42288,8.95615,629.5,2019-08-23 00:00:00
20858,47.47289,9.00959,524.5,2019-05-15 00:00:00
20859,46.74346,7.23356,762.0,2019-06-07 00:00:00
20860,46.74549,7.23182,756.0,2019-06-07 00:00:00
20861,47.47268,9.01014,525.5,2019-07-15 00:00:00
20862,46.549248,7.368442,1008.92,2019-07-15 08:45:09.900000+00:00
20863,46.339825,6.921266,424.82,2019-06-21 11:18:37.426000+00:00
20864,47.456613,9.125189,520.33,2019-06-07 10:16:51.441000+00:00
20865,46.339825,6.921266,,2019-06-21 11:17:44.358000+00:00
20866,46.55933,9.625985,1380.29,2019-06-06 08:53:39.678000+00:00
20869,46.549209,7.368123,1025.23,2019-07-15 08:47:15.723000+00:00
20870,47.555403,7.596225,,2019-05-16 09:34:30.169000+00:00
20871,46.422331,6.927877,482.58,2019-06-04 07:14:25.005000+00:00
20872,47.220855,8.231962,541.97,2019-08-20 11:39:20.039000+00:00
20873,46.97112,7.449918,450.02,2019-06-16 15:07:56.594000+00:00
20874,46.265,7.390278,,2019-06-03 13:45:30.106000+00:00
20875,47.137693,9.149652,577.43,2019-06-01 14:33:53.869000+00:00
20876,46.397068,7.268224,1163.26,2019-06-26 08:33:14.038000+00:00
20877,46.491273,7.4192,1082.23,2019-06-20 13:07:15.249000+00:00
20878,46.297283,7.062893,1393.0,2019-06-18 12:28:01.591000+00:00
20880,46.265,7.390278,,2019-06-03 13:46:24.864000+00:00
20881,46.339939,6.921319,,2019-05-24 15:00:21.691000+00:00
20882,46.27382,6.24076,425.0,2019-05-23 00:00:00
20883,46.30576,6.13043,457.5,2019-06-04 00:00:00
20884,46.26248,6.24005,435.0,2019-07-09 00:00:00
20885,46.2108,6.11807,420.0,2019-06-20 00:00:00
20886,46.30585,6.13054,457.5,2019-06-04 00:00:00
20887,46.21078,6.11813,420.0,2019-06-20 00:00:00
20888,46.27416,6.2403,425.0,2019-05-23 00:00:00
20889,46.25522,6.23599,445.0,2019-05-24 00:00:00
20890,46.24331,6.27055,466.0,2019-06-12 00:00:00
20891,46.30663,6.13143,456.5,2019-05-28 00:00:00
20892,47.06763,8.79864,975.5,2019-08-12 00:00:00
20893,46.30595,6.13038,458.0,2019-05-28 00:00:00
20894,47.50289,7.58665,350.5,2019-11-12 00:00:00
20895,46.62885,9.74364,1359.0,2019-08-05 00:00:00
20896,47.47289,9.00959,524.5,2019-05-15 00:00:00
20897,46.81533,9.53198,1136.5,2019-05-22 00:00:00
20898,46.14562,7.23679,1463.5,2019-06-19 00:00:00
20899,46.81495,9.53184,1136.0,2019-05-22 00:00:00
20900,47.42308,8.95739,619.0,2019-06-27 00:00:00
20901,47.47268,9.01014,525.5,2019-05-15 00:00:00
20902,47.50289,7.58665,350.5,2019-11-12 00:00:00
20903,47.01187,8.06288,636.0,2019-10-03 00:00:00
20904,47.47268,9.01014,525.5,2019-07-15 00:00:00
20905,47.05791,8.35421,459.0,2019-06-12 00:00:00
20906,47.0106,8.61853,445.0,2019-06-07 00:00:00
20907,47.0106,8.61853,445.0,2019-06-07 00:00:00
20908,46.99162,8.54979,626.0,2019-05-24 00:00:00
20909,47.57839,8.8754,385.0,2019-06-10 00:00:00
20910,47.0106,8.61853,445.0,2019-06-07 00:00:00
20911,47.06763,8.79864,975.5,2019-08-12 00:00:00
20912,47.47289,9.00959,524.5,2019-05-15 00:00:00
20913,46.82959,9.419,600.0,2019-05-06 00:00:00
20914,46.62885,9.74364,1359.0,2019-08-05 00:00:00
20915,47.42288,8.95615,629.5,2019-08-23 00:00:00
20916,46.62885,9.74364,1359.0,2019-08-05 00:00:00
20917,46.8917,7.53667,518.0,2019-05-29 00:00:00
20918,46.97093,7.44974,499.0,2019-05-17 00:00:00
20919,46.67533,7.84217,562.0,2019-05-21 00:00:00
20920,46.68934,7.85775,576.0,2019-05-21 00:00:00
20921,46.67545,7.84229,563.0,2019-05-21 00:00:00
20922,46.76857,7.60798,556.0,2019-06-03 00:00:00
20923,46.88674,9.85814,1090.0,2019-07-27 00:00:00
20924,47.04666,8.54308,522.5,2019-06-06 00:00:00
20925,47.05628,8.53766,455.5,2019-06-06 00:00:00
20926,46.06177,7.20614,1378.0,2019-01-01 00:00:00
20927,47.05254,8.54444,472.5,2019-06-06 00:00:00
20928,47.04244,8.54868,543.0,2019-06-06 00:00:00
20929,47.04228,8.5484,550.5,2019-06-06 00:00:00
20930,47.04251,8.54773,551.0,2019-06-06 00:00:00
20931,47.04256,8.54787,544.5,2019-06-06 00:00:00
20932,47.03599,8.18767,516.5,2019-11-05 00:00:00
20933,47.28077,8.92368,702.5,2019-07-10 00:00:00
20934,46.60982,7.27624,998.0,2019-07-12 00:00:00
20935,47.30799,8.81385,547.0,2019-07-05 00:00:00
20936,47.20857,8.49806,513.0,2019-05-02 00:00:00
20937,47.30783,8.81369,548.0,2019-07-05 00:00:00
20938,47.467,8.75162,476.0,2019-06-18 00:00:00
20939,47.28249,8.72178,493.0,2019-06-12 00:00:00
20940,46.61566,7.27749,1130.5,2019-07-12 00:00:00
20941,46.61594,7.27766,1136.5,2019-07-12 00:00:00
20942,47.31198,8.85934,718.0,2019-07-05 00:00:00
20943,46.61413,7.27726,1081.5,2019-07-12 00:00:00
20944,47.2654,8.72167,574.5,2019-06-12 00:00:00
20945,46.61513,7.27731,1114.0,2019-07-12 00:00:00
20947,46.17338,7.57376,1557.5,2019-07-19 00:00:00
20948,47.28121,8.72154,494.0,2019-06-12 00:00:00
20949,46.6166,7.2778,1153.0,2019-07-12 00:00:00
20950,46.60953,7.27567,998.5,2019-07-12 00:00:00
20951,46.38604,7.0933,1380.5,2019-06-24 00:00:00
20952,46.61542,7.27734,1120.0,2019-07-12 00:00:00
20953,47.26573,8.51044,644.0,2019-04-29 00:00:00
20954,46.60482,9.42281,970.0,2019-08-21 00:00:00
20955,47.12446,8.41165,621.0,2019-08-11 00:00:00
20956,47.12283,8.68445,919.0,2019-07-31 00:00:00
20957,46.71054,8.86723,1144.0,2019-07-16 00:00:00
20958,46.84202,10.36235,1561.0,2019-07-11 00:00:00
20959,46.61481,7.27714,1105.0,2019-07-12 00:00:00
20960,46.61437,7.27716,1089.0,2019-07-12 00:00:00
20961,46.61097,7.278,999.5,2019-07-12 00:00:00
20962,47.4412,8.85801,660.0,2019-07-18 00:00:00
20963,47.45511,7.57612,562.0,2019-07-11 00:00:00
20964,46.77366,9.80503,1521.0,2019-07-02 00:00:00
20965,46.66904,9.62521,999.0,2019-06-17 00:00:00
20966,46.79881,9.82539,1538.0,2019-06-20 00:00:00
20967,46.80166,9.53035,1154.0,2019-06-19 00:00:00
20968,47.0106,8.61853,445.0,2019-06-07 00:00:00
20969,46.55124,7.36901,957.0,2019-06-06 00:00:00
20970,46.78562,7.83029,1069.5,2019-06-01 00:00:00
20971,47.28288,8.72171,493.0,2019-07-30 00:00:00
20972,46.70783,9.55115,1331.5,2019-07-24 00:00:00
20973,46.81858,9.4422,694.0,2019-08-13 00:00:00
20974,46.74108,9.45348,778.0,2019-05-24 00:00:00
20975,46.81866,9.607,1328.0,2019-05-22 00:00:00
20976,46.83543,9.2869,1060.0,2019-05-17 00:00:00
20977,46.39024,7.09728,1402.0,2019-05-15 00:00:00
20978,46.3923,7.09655,1417.5,2019-07-13 00:00:00
20979,46.77548,9.80967,1519.0,2019-07-23 00:00:00
20980,46.77623,9.68537,1618.0,2019-07-01 00:00:00
20981,46.66899,9.65699,948.0,2019-07-12 00:00:00
20982,46.6653,9.63553,929.0,2019-07-10 00:00:00
20983,46.72048,9.76557,1366.0,2019-07-09 00:00:00
20984,46.96245,7.39166,514.5,2019-07-08 00:00:00
20985,46.25098,7.51396,1179.0,2019-07-01 00:00:00
20986,46.77532,9.6737,1718.0,2019-06-18 00:00:00
20987,46.78843,9.68108,1806.0,2019-06-14 00:00:00
20988,46.60178,9.42295,977.0,2019-06-04 00:00:00
20989,46.84571,9.46828,578.0,2019-08-30 00:00:00
20990,46.39253,7.09399,1448.5,2019-07-13 00:00:00
20991,46.77582,9.68348,1616.0,2019-07-01 00:00:00
20992,46.77548,9.80967,1519.0,2019-07-22 00:00:00
20993,46.66694,9.63086,964.5,2019-07-22 00:00:00
20994,46.49807,9.83743,1846.0,2019-08-14 00:00:00
20995,47.14747,7.59449,467.0,2019-08-04 00:00:00
20996,46.70795,9.55117,1331.5,2019-07-15 00:00:00
20997,46.55891,9.62517,1410.0,2019-07-19 00:00:00
20998,46.96241,7.39262,517.0,2019-07-08 00:00:00
20999,46.75889,9.7907,1526.5,2019-07-08 00:00:00
21000,46.96239,7.39133,513.5,2019-07-08 00:00:00
21001,46.25119,7.51401,1169.0,2019-07-01 00:00:00
21002,46.80238,9.23486,1223.0,2019-07-01 00:00:00
21003,46.78459,9.92297,1971.0,2019-06-28 00:00:00
21004,46.37112,8.07093,914.0,2019-05-31 00:00:00
21005,46.37112,8.07093,914.0,2019-05-31 00:00:00
21006,46.37112,8.07093,914.0,2019-05-31 00:00:00
21007,46.77592,9.67325,1744.0,2019-06-18 00:00:00
21008,46.83259,9.29036,1041.0,2019-06-13 00:00:00
21009,46.69137,9.43434,741.0,2019-05-27 00:00:00
21010,46.89753,9.80862,1178.5,2019-05-17 00:00:00
21011,46.82114,9.42638,598.0,2019-05-14 00:00:00
21012,46.83697,9.2978,1076.0,2019-05-15 00:00:00
21013,46.26627,6.9786,401.0,2019-05-01 00:00:00
21014,46.35407,7.1455,1136.0,2019-04-25 00:00:00
21015,47.14207,7.34615,430.0,2019-04-12 00:00:00
21016,46.77296,9.80423,1522.0,2019-07-02 00:00:00
21017,46.79365,9.82479,1537.5,2019-06-24 00:00:00
21018,46.78886,9.6807,1815.0,2019-06-17 00:00:00
21019,46.77506,9.673,1724.5,2019-06-18 00:00:00
21020,46.81903,9.70815,1320.0,2019-06-13 00:00:00
21021,46.83944,9.44166,576.0,2019-08-30 00:00:00
21022,46.83727,9.29781,1085.5,2019-05-15 00:00:00
21023,46.39157,7.09666,1408.5,2019-07-13 00:00:00
21024,46.66627,9.64399,934.0,2019-07-12 00:00:00
21025,47.15047,7.59819,464.0,2019-08-04 00:00:00
21026,46.39755,7.09692,1447.5,2019-07-13 00:00:00
21027,47.18157,8.70234,701.0,2019-07-25 00:00:00
21028,46.96259,7.39192,513.5,2019-07-08 00:00:00
21029,46.75879,9.79166,1509.0,2019-07-08 00:00:00
21030,46.74875,7.61741,563.0,2019-08-16 00:00:00
21031,46.03126,7.10202,1569.0,2019-06-29 00:00:00
21032,46.38625,6.97335,1319.0,2019-05-25 00:00:00
21033,46.87059,9.86769,1350.0,2019-05-24 00:00:00
21034,46.8655,9.89033,1188.0,2019-05-23 00:00:00
21035,46.71474,9.44225,662.0,2019-05-23 00:00:00
21036,46.03091,7.10237,1565.0,2019-06-29 00:00:00
21037,46.47771,8.81984,999.5,2019-05-15 00:00:00
21038,46.86531,9.92634,1440.5,2019-05-27 00:00:00
21039,46.62641,7.16553,899.0,2019-05-22 00:00:00
21040,46.9202,9.56383,543.0,2019-05-20 00:00:00
21041,46.96489,7.38847,497.0,2019-07-08 00:00:00
21042,46.75939,9.79179,1526.0,2019-07-08 00:00:00
21043,46.67163,9.68527,988.0,2019-07-04 00:00:00
21044,46.6653,9.63553,929.5,2019-07-02 00:00:00
21045,46.77168,9.80426,1516.0,2019-07-02 00:00:00
21046,46.79044,9.81406,1579.0,2019-06-25 00:00:00
21047,46.77351,9.66078,1830.0,2019-06-21 00:00:00
21048,46.79198,9.81501,1591.0,2019-06-25 00:00:00
21049,46.77536,9.67527,1713.0,2019-06-18 00:00:00
21050,46.82893,9.29064,1082.0,2019-06-13 00:00:00
21051,46.351,7.06982,1239.0,2019-05-22 00:00:00
21052,46.79607,9.82559,1534.5,2019-06-21 00:00:00
21053,46.79122,9.8114,1668.0,2019-06-20 00:00:00
21054,46.39311,7.09603,1436.5,2019-07-13 00:00:00
21055,46.70865,9.55265,1305.0,2019-07-15 00:00:00
21056,47.42529,7.26029,578.0,2019-07-07 00:00:00
21057,46.77598,9.68319,1618.5,2019-07-01 00:00:00
21058,46.83073,9.85915,1636.0,2019-07-22 00:00:00
21059,46.7539,9.77977,1549.5,2019-06-25 00:00:00
21060,46.33873,7.03355,829.0,2019-07-17 00:00:00
21061,46.75921,9.79289,1497.0,2019-07-08 00:00:00
21062,46.41515,7.10256,1369.0,2019-05-15 00:00:00
21063,46.97284,9.68839,699.5,2019-05-14 00:00:00
21064,47.05329,8.28402,468.0,2019-05-27 00:00:00
21065,46.92006,9.56377,541.5,2019-05-20 00:00:00
21066,46.7731,7.64372,619.0,2019-05-16 00:00:00
21067,46.25579,7.53557,1275.0,2019-07-01 00:00:00
21068,46.78625,9.685,1757.5,2019-06-17 00:00:00
21069,46.98784,7.2953,546.5,2019-06-23 00:00:00
21070,46.78886,9.68145,1818.0,2019-06-17 00:00:00
21071,46.34873,7.16532,1200.0,2019-05-01 00:00:00
21072,46.35584,7.15063,1170.0,2019-04-29 00:00:00
21073,46.34665,7.16317,1175.0,2019-05-01 00:00:00
21074,46.67177,9.68208,986.0,2019-07-01 00:00:00
21075,46.77614,9.67293,1758.0,2019-06-18 00:00:00
21076,47.57801,8.86497,385.0,2019-05-29 00:00:00
21077,47.28296,7.38117,536.0,2019-05-23 00:00:00
21078,46.62353,7.18438,1034.5,2019-05-24 00:00:00
21079,46.86455,9.88205,1181.5,2019-05-29 00:00:00
21080,46.38626,6.97372,1321.0,2019-05-25 00:00:00
21081,46.887,9.55039,653.0,2019-05-20 00:00:00
21082,46.79888,9.23431,1193.0,2019-05-20 00:00:00
21083,46.91277,9.78405,819.5,2019-05-16 00:00:00
21084,46.95454,9.55419,522.0,2019-05-13 00:00:00
21085,46.70668,9.42893,789.0,2019-05-27 00:00:00
21086,46.73294,9.42385,686.0,2019-05-27 00:00:00
21087,46.34637,7.16286,1172.0,2019-05-01 00:00:00
21088,46.34885,7.16552,1204.0,2019-05-01 00:00:00
21089,46.3485,7.16499,1194.0,2019-05-01 00:00:00
21090,47.30099,8.86366,701.0,2019-07-05 00:00:00
21091,47.31221,8.85947,726.0,2019-07-05 00:00:00
21092,46.61941,7.27909,1260.0,2019-07-12 00:00:00
21093,47.05633,7.37701,514.5,2019-06-16 00:00:00
21094,46.61685,7.27793,1156.0,2019-07-12 00:00:00
21095,46.38607,7.0924,1379.5,2019-06-24 00:00:00
21096,46.61624,7.27775,1148.5,2019-07-12 00:00:00
21097,46.38649,7.09392,1384.0,2019-06-24 00:00:00
21098,47.45516,8.77407,489.5,2019-06-18 00:00:00
21099,46.60962,7.27596,998.5,2019-07-12 00:00:00
21100,47.01187,8.06288,636.0,2019-10-03 00:00:00
21101,47.37298,8.70113,459.0,2019-07-15 00:00:00
21102,46.763,9.78746,1624.5,2019-10-28 00:00:00
21103,46.6056,9.42325,970.0,2019-08-21 00:00:00
21104,46.64665,7.07166,709.5,2019-09-10 00:00:00
21105,46.49815,9.83756,1840.0,2019-08-14 00:00:00
21106,46.72876,9.77156,1395.0,2019-07-09 00:00:00
21107,46.965,7.38844,496.5,2019-07-08 00:00:00
21108,46.38832,7.09485,1390.0,2019-07-13 00:00:00
21109,46.39468,7.09137,1515.5,2019-07-13 00:00:00
21110,46.66802,9.69175,1020.0,2019-07-16 00:00:00
21111,46.88906,7.34811,557.5,2019-07-15 00:00:00
21112,46.39173,7.09609,1412.5,2019-07-13 00:00:00
21113,47.15311,7.54492,463.0,2019-07-21 00:00:00
21114,46.65074,9.71978,1117.0,2019-07-16 00:00:00
21115,46.96259,7.39061,509.5,2019-07-08 00:00:00
21116,46.67154,9.68566,987.5,2019-07-04 00:00:00
21117,46.77273,9.80325,1514.0,2019-07-02 00:00:00
21118,46.79928,9.23223,1189.0,2019-07-01 00:00:00
21119,46.78994,9.82654,1606.5,2019-06-26 00:00:00
21120,46.37112,8.07093,914.0,2019-05-31 00:00:00
21121,46.77323,9.66069,1824.5,2019-06-21 00:00:00
21122,47.38109,8.08391,389.5,2019-06-20 00:00:00
21123,46.77556,9.67485,1716.0,2019-06-18 00:00:00
21124,46.8308,9.68016,1341.0,2019-06-13 00:00:00
21125,46.97924,8.80467,1238.5,2019-06-29 00:00:00
21126,47.17772,8.68056,745.0,2019-06-28 00:00:00
21127,46.77978,9.53446,1314.0,2019-06-19 00:00:00
21128,46.67043,9.61972,1086.0,2019-06-17 00:00:00
21129,46.55854,6.3298,816.5,2019-06-13 00:00:00
21130,46.66616,9.63821,927.0,2019-07-10 00:00:00
21131,46.65977,9.58598,859.5,2019-07-03 00:00:00
21132,46.37112,8.07093,914.0,2019-05-31 00:00:00
21133,46.77519,9.67572,1708.0,2019-06-18 00:00:00
21134,46.02998,7.13008,1355.0,2019-06-09 00:00:00
21135,46.35118,7.06983,1242.0,2019-05-22 00:00:00
21136,46.7332,7.45247,1591.5,2019-07-23 00:00:00
21137,46.84189,10.36268,1540.5,2019-07-11 00:00:00
21138,46.66876,9.65315,951.0,2019-07-08 00:00:00
